x,y,heading
2.0224442482,0.102623969316,3.1209229835
2.02244234085,0.102636560798,3.12092893546
2.02246952057,0.102647662163,3.12084403623
2.02243852615,0.102646954358,3.12092471695
2.02244377136,0.102614186704,3.12090883666
2.02246212959,0.102628819644,3.12098325725
2.02244234085,0.102620735765,3.12096655307
2.02245330811,0.102620184422,3.12094790648
2.02244234085,0.102632626891,3.12088379248
2.02245497704,0.10261566937,3.1209643561
2.02244305611,0.102625280619,3.1208248122
2.02243590355,0.102638684213,3.12086240815
2.02244138718,0.102630317211,3.12095034153
2.02243900299,0.102634273469,3.1208993456
2.02244019508,0.102631509304,3.12091145374
2.02239084244,0.10125862062,3.12171593864
2.0223031044,0.0964644178748,3.12139002054
2.02208662033,0.0925495922565,3.12193963081
2.02180051804,0.0846676379442,3.12182876277
2.02154326439,0.0790459066629,3.12205577236
2.02158117294,0.0755849480629,3.12080294266
2.02129912376,0.0697837248445,3.12129004636
2.02095556259,0.0596313737333,3.12075014839
2.02052879333,0.0474188029766,3.12029638349
2.02006030083,0.0370341055095,3.11958603789
2.01995491982,0.029036430642,3.11929211684
2.01941657066,0.0155071271583,3.11829106229
2.01865530014,-0.00144659378566,3.11842559531
2.01826405525,-0.0110491327941,3.11884176429
2.01754927635,-0.0336902439594,3.11816553619
2.01689171791,-0.0532925128937,3.11802689112
2.01648759842,-0.0655238553882,3.11761883128
2.0156018734,-0.0899387821555,3.11512119575
2.01472139359,-0.112315751612,3.11473131959
2.01406002045,-0.12450581789,3.11437236257
2.01341581345,-0.140811249614,3.11318957803
2.01250934601,-0.164784610271,3.11401211862
2.01190948486,-0.183420464396,3.11462638609
2.011521101,-0.194849640131,3.11460073248
2.00960636139,-0.232817724347,3.11382038627
2.00820612907,-0.269546180964,3.11310141718
2.006264925,-0.309369444847,3.11238582796
2.00552940369,-0.331276386976,3.11126509402
2.00501132011,-0.34899571538,3.11216442618
2.00326418877,-0.389360904694,3.11066787014
2.00249290466,-0.412326067686,3.11099102873
2.00170993805,-0.433355093002,3.11125221996
2.00021100044,-0.469396531582,3.1111400886
1.99970543385,-0.486293286085,3.11170150176
1.99872648716,-0.517803013325,3.11221805258
1.99786019325,-0.537292361259,3.11266514747
1.99578082561,-0.59168535471,3.11381863946
1.99397063255,-0.649568855762,3.11522943295
1.99231302738,-0.705636620522,3.11624170742
1.9922670126,-0.708294153214,3.11587121698
1.98985421658,-0.799620866776,3.11840440675
1.98888063431,-0.833788871765,3.119968193
1.98805201054,-0.863134741783,3.11973559551
1.98757696152,-0.895711123943,3.12053483478
1.9863833189,-0.936821937561,3.1208758312
1.98582315445,-0.964421749115,3.12068304449
1.98505067825,-1.00030231476,3.12134742957
1.98449873924,-1.03067064285,3.12167678461
1.98399567604,-1.05577325821,3.12136357224
1.98304641247,-1.08645308018,3.12217625734
1.98269796371,-1.10614860058,3.12234288781
1.98220431805,-1.14565825462,3.12424612242
1.98140347004,-1.18209838867,3.12502002797
1.98117554188,-1.21028709412,3.12494548681
1.98078668118,-1.24729180336,3.12774705158
1.98047351837,-1.27892291546,3.12922021432
1.98004984856,-1.31306993961,3.13284503255
1.98038744926,-1.35081601143,3.13360093482
1.97991216183,-1.38291847706,3.13659663376
1.97986865044,-1.42062807083,3.13931321276
1.98014259338,-1.4497449398,3.1411400208
1.98026609421,-1.48756682873,-3.13928993138
1.980479002,-1.51919806004,-3.13729834217
1.98057043552,-1.52787792683,-3.13706447382
1.98055696487,-1.53081429005,-3.13705610099
1.98235571384,-1.6322170496,-3.12928442902
1.98239803314,-1.63789474964,-3.12896145051
1.98383641243,-1.698595047,-3.12450945878
1.98729193211,-1.81354761124,-3.11553721877
1.98797488213,-1.83644247055,-3.11464052046
1.98832118511,-1.84799277782,-3.11293889904
1.98844158649,-1.85080802441,-3.11247300567
1.99274992943,-1.95475888252,-3.10450727292
1.9946564436,-1.99278664589,-3.10222554407
1.9960347414,-2.02761673927,-3.10030671122
1.99792098999,-2.0597884655,-3.09803132736
1.99989926815,-2.09777212143,-3.09517610995
