x,y,heading,waypoint_x,waypoint_y
2.01932621002,0.0083253281191,3.08402506898,2.0,-0.225450901804
2.01932692528,0.00835351645947,3.08428441073,2.0,-0.225450901804
2.01933097839,0.0083234179765,3.08398065805,2.0,-0.225450901804
2.01933073997,0.00831628683954,3.08398461257,2.0,-0.225450901804
2.01933193207,0.00832453276962,3.08401161691,2.0,-0.225450901804
2.01931548119,0.00832501426339,3.08393690154,2.0,-0.225450901804
2.01932907104,0.0083254063502,3.08397820821,2.0,-0.225450901804
2.01932954788,0.00834454596043,3.0839223381,2.0,-0.225450901804
2.01931238174,0.00831317529082,3.08406394989,2.0,-0.225450901804
2.01932954788,0.00832234416157,3.08399001974,2.0,-0.225450901804
2.01931428909,0.00834175478667,3.08395171164,2.0,-0.225450901804
2.01932096481,0.00834642816335,3.08394915922,2.0,-0.225450901804
2.01933479309,0.00832147523761,3.08401257884,2.0,-0.225450901804
2.01933336258,0.00833647325635,3.08403502957,2.0,-0.225450901804
2.01933503151,0.00833254028112,3.0840709136,2.0,-0.225450901804
2.01928687096,0.00691921822727,3.08405741778,2.0,-0.235470941884
2.01920795441,0.00449590198696,3.08347187499,2.0,-0.235470941884
2.01900005341,0.00154989236034,3.0847328173,2.0,-0.235470941884
2.01865983009,-0.00440355762839,3.08567279382,2.0,-0.245490981964
2.01834654808,-0.0100473454222,3.08592232276,2.0,-0.255511022044
2.01805901527,-0.0171057581902,3.08636219814,2.0,-0.255511022044
2.01758670807,-0.025138868019,3.08681738114,2.0,-0.265531062124
2.01733779907,-0.0330661907792,3.08804193033,2.0,-0.275551102204
2.01688981056,-0.0429992191494,3.08846293514,2.0,-0.285571142285
2.01641535759,-0.0549466013908,3.09047390552,2.0,-0.295591182365
2.0159573555,-0.0660507008433,3.09087793489,2.0,-0.305611222445
2.01545786858,-0.0754180476069,3.09168940387,2.0,-0.315631262525
2.01480460167,-0.0891942977905,3.09195780885,2.0,-0.325651302605
2.0143198967,-0.102732144296,3.09341500686,2.0,-0.345691382766
2.01368308067,-0.118413619697,3.09466944684,2.0,-0.355711422846
2.01313257217,-0.136219725013,3.09604173764,2.0,-0.375751503006
2.01264739037,-0.151791393757,3.09649742035,2.0,-0.395791583166
2.01237106323,-0.161691054702,3.09752655339,2.0,-0.405811623246
2.01168417931,-0.18122190237,3.09890212069,2.0,-0.425851703407
2.01114654541,-0.198195934296,3.10099703275,2.0,-0.435871743487
2.0104432106,-0.212555870414,3.10261180064,2.0,-0.455911823647
2.00967288017,-0.23241353035,3.10404453231,2.0,-0.475951903808
2.00905036926,-0.250928848982,3.10502628814,2.0,-0.495991983968
2.00864696503,-0.271828472614,3.10588105412,2.0,-0.526052104208
2.00815606117,-0.28587448597,3.10714508506,2.0,-0.536072144289
2.00788712502,-0.304138839245,3.10746063566,2.0,-0.556112224449
2.0071144104,-0.328923553228,3.11000620838,2.0,-0.576152304609
2.00686979294,-0.350082993507,3.11238483561,2.0,-0.59619238477
2.00618696213,-0.375459045172,3.11457063739,2.0,-0.62625250501
2.00556707382,-0.399447202682,3.11610234416,2.0,-0.64629258517
2.00512242317,-0.422003239393,3.1172028995,2.0,-0.676352705411
2.00497579575,-0.449672669172,3.11888245117,2.0,-0.696392785571
2.00474786758,-0.473369628191,3.12055999758,2.0,-0.726452905812
2.00448107719,-0.499737918377,3.1225369028,2.0,-0.746492985972
2.00413060188,-0.528377771378,3.12666542655,2.0,-0.776553106212
2.00391936302,-0.550839066505,3.12677726663,2.0,-0.796593186373
2.00390696526,-0.573533415794,3.12871450022,2.0,-0.826653306613
2.00403809547,-0.587285995483,3.1302115342,2.0,-0.836673346693
2.00389862061,-0.605480313301,3.13181101169,2.0,-0.856713426854
2.0040230751,-0.630878388882,3.13444978432,2.0,-0.876753507014
2.00373840332,-0.647148489952,3.13647588149,2.0,-0.896793587174
2.004103899,-0.672810137272,3.13897099198,2.0,-0.926853707415
2.00434064865,-0.691785514355,3.13997180146,2.0,-0.946893787575
2.00421977043,-0.726790368557,-3.13934389084,2.0,-0.976953907816
2.00471639633,-0.74578410387,-3.13866763198,2.0,-0.996993987976
2.00516819954,-0.776980578899,-3.13524821449,2.0,-1.02705410822
2.00571131706,-0.806263506413,-3.13360447266,2.0,-1.05711422846
2.00610184669,-0.835203111172,-3.13022790048,2.0,-1.0871743487
2.00636076927,-0.867045819759,-3.12816666699,2.0,-1.11723446894
2.00748062134,-0.894382655621,-3.12725175544,2.0,-1.14729458918
2.00818800926,-0.924350082874,-3.12585094773,2.0,-1.17735470942
2.00871133804,-0.942318320274,-3.12542606186,2.0,-1.1873747495
2.00893235207,-0.964741289616,-3.12366568601,2.0,-1.21743486974
2.0098118782,-0.997863650322,-3.12345724772,2.0,-1.2374749499
2.009983778,-1.03046047688,-3.12208808977,2.0,-1.26753507014
2.01082825661,-1.06107199192,-3.12292302504,2.0,-1.29759519038
2.01116466522,-1.08643877506,-3.1215296314,2.0,-1.32765531062
2.01169347763,-1.11735463142,-3.12162579771,2.0,-1.35771543086
2.01189017296,-1.14803111553,-3.12132611082,2.0,-1.3877755511
2.01195788383,-1.16857028008,-3.12159585822,2.0,-1.40781563126
2.01234197617,-1.19197046757,-3.12216293494,2.0,-1.42785571142
