edge1_x,edge1_y,centerline1_x,centerline1_y,edge2_x,edge2_y,centerline2_x,centerline2_y,edge3_x,edge3_y,road_centerline_x,road_centerline_y,cumulative_distance
1.8086172344689375,-1.3,-0.39579158316633256,-2.0,-2.600004245176222,-2.6981473553063653,-4.628789731323851,-2.65108549085278,-6.149487723295661,-1.8684858462172647,-2.600004245176222,-2.6981473553063653,13.382250913202826
1.818637274549098,-1.3,-0.38577154308617256,-2.0,-2.590007732819794,-2.69849932518662,-4.62098218921465,-2.6573359879838736,-6.144919401780501,-1.8773818350362488,-2.590007732819794,-2.69849932518662,13.392253619940947
1.8286573146292584,-1.3,-0.3757515030060121,-2.0,-2.580009985120911,-2.698814258573745,-4.613156294659722,-2.6635634917042985,-6.140329395449738,-1.8862666546977236,-2.580009985120911,-2.698814258573745,13.402256326679067
1.8386773547094188,-1.3,-0.3657314629258517,-2.0,-2.570011139297142,-2.6990921511453285,-4.605312115375007,-2.669767948128678,-6.13571773161082,-1.8951402523429959,-2.570011139297142,-2.6990921511453285,13.412259033417188
1.8486973947895793,-1.3,-0.3557114228456917,-2.0,-2.560011332581127,-2.6993329990873374,-4.597449719234664,-2.6759493035710578,-6.131084437700039,-1.9040025751801357,-2.560011332581127,-2.6993329990873374,13.422261740155308
1.8587174348697397,-1.3,-0.34569138276553124,-2.0,-2.5500107022186915,-2.699536799094169,-4.589569174270471,-2.6821075045453755,-6.126429541282375,-1.9128535704842915,-2.5500107022186915,-2.699536799094169,13.432264446893429
1.8687374749498993,-1.3,-0.3356713426853708,-2.0,-2.54000938546697,-2.699703548368701,-4.58167054867125,-2.6882424977659167,-6.121753070051325,-1.921693185598002,-2.54000938546697,-2.699703548368701,13.44226715363155
1.8787575150300597,-1.3,-0.32565130260521036,-2.0,-2.530007519592512,-2.699833244622324,-4.57375391078227,-2.694354230147781,-6.1170550518287445,-1.9305213679315105,-2.530007519592512,-2.699833244622324,13.452269860369668
1.8887775551102202,-1.3,-0.31563126252505036,-2.0,-2.5200052418694097,-2.6999258860749764,-4.565819329104656,-2.700442648807337,-6.112335514564679,-1.9393380649630767,-2.5200052418694097,-2.6999258860749764,13.462272567107789
1.8987975951903806,-1.3,-0.3056112224448899,-2.0,-2.5100026895774015,-2.699981471455169,-4.5578668722948,-2.7065077010626846,-6.107594486337193,-1.9481432242392942,-2.5100026895774015,-2.699981471455169,13.47227527384591
1.908817635270541,-1.3,-0.2955911823647295,-2.0,-2.5,-2.7,-4.549896609163758,-2.7125493344341094,-6.102831995352215,-1.956936793375394,-2.5,-2.7,13.48229531392607
1.9188376753507015,-1.3,-0.28557114228456904,-2.0,-2.4899799599198396,-2.7,-4.541908608676666,-2.7185674966445332,-6.098048069943357,-1.9657187200555624,-2.4899799599198396,-2.7,13.49231535400623
1.928857715430862,-1.3,-0.27555110220440904,-2.0,-2.4799599198396796,-2.7,-4.533902939952136,-2.7245621356199714,-6.093242738571753,-1.9744889520332498,-2.4799599198396796,-2.7,13.50233539408639
1.9388777555110215,-1.3,-0.2655310621242486,-2.0,-2.469939879759519,-2.7,-4.52587967226166,-2.73053319948998,-6.08841602982589,-1.9832474371314828,-2.469939879759519,-2.7,13.512355434166551
1.948897795591182,-1.3,-0.25551102204408815,-2.0,-2.4599198396793587,-2.7,-4.517838875029011,-2.7364806365881074,-6.083567972421433,-1.9919941232431742,-2.4599198396793587,-2.7,13.522375474246711
1.9589178356713424,-1.3,-0.24549098196392816,-2.0,-2.4498997995991982,-2.7,-4.509780617829642,-2.7424043954523376,-6.0786985952010575,-2.000728958331432,-2.4498997995991982,-2.7,13.532395514326872
1.9689378757515028,-1.3,-0.23547094188376771,-2.0,-2.4398797595190382,-2.7,-4.5017049703900796,-2.748304424825541,-6.073807927134279,-2.0094518904298706,-2.4398797595190382,-2.7,13.542415554407032
1.9789579158316633,-1.3,-0.22545090180360727,-2.0,-2.429859719438878,-2.7,-4.493612002587332,-2.754180673655911,-6.068895997317281,-2.018162867642919,-2.429859719438878,-2.7,13.552435594487193
1.9889779559118237,-1.3,-0.21543086172344683,-2.0,-2.4198396793587174,-2.7,-4.485501784448269,-2.7600330910974127,-6.063962834972735,-2.026861838146129,-2.4198396793587174,-2.7,13.562455634567353
1.9989979959919841,-1.3,-0.20541082164328683,-2.0,-2.409819639278557,-2.7,-4.477374386149032,-2.7658616265102163,-6.059008469449635,-2.0355487501864857,-2.409819639278557,-2.7,13.572475674647514
2.0090180360721437,-1.3,-0.1953907815631264,-2.0,-2.399799599198397,-2.7,-4.469229878014414,-2.7716662294611405,-6.054032930223121,-2.0442235520827112,-2.399799599198397,-2.7,13.582495714727674
2.019038076152304,-1.3,-0.18537074148296595,-2.0,-2.3897795591182365,-2.7,-4.461068330517257,-2.7774468497240874,-6.049036246894297,-2.052886192225579,-2.3897795591182365,-2.7,13.592515754807835
2.0290581162324646,-1.3,-0.1753507014028055,-2.0,-2.379759519038076,-2.7,-4.452889814277841,-2.7832034372804766,-6.044018449190066,-2.061536619078214,-2.379759519038076,-2.7,13.602535794887995
2.039078156312625,-1.3,-0.1653306613226455,-2.0,-2.369739478957916,-2.7,-4.444694400063275,-2.788935942319676,-6.038979566962945,-2.070174781176402,-2.369739478957916,-2.7,13.612555834968155
2.0490981963927855,-1.3,-0.15531062124248507,-2.0,-2.3597194388777556,-2.7,-4.436482158786881,-2.7946443152394367,-6.033919630190889,-2.078800627128896,-2.3597194388777556,-2.7,13.622575875048316
2.059118236472946,-1.3,-0.14529058116232463,-2.0,-2.349699398797595,-2.7,-4.428253161507584,-2.8003285066463195,-6.028838668977112,-2.0874141056177224,-2.349699398797595,-2.7,13.632595915128476
2.0691382765531063,-1.3,-0.13527054108216463,-2.0,-2.3396793587174347,-2.7,-4.420007479429295,-2.8059884673561224,-6.023736713549916,-2.096015165398485,-2.3396793587174347,-2.7,13.642615955208637
2.079158316633267,-1.3,-0.1252505010020042,-2.0,-2.3296593186372747,-2.7,-4.411745183900294,-2.8116241483943107,-6.018613794262494,-2.1046037553006722,-2.3296593186372747,-2.7,13.652635995288797
2.0891783567134263,-1.3,-0.11523046092184375,-2.0,-2.3196392785571143,-2.7,-4.403466346412613,-2.817235500996432,-6.01346994159277,-2.1131798242279562,-2.3196392785571143,-2.7,13.662656035368958
2.0991983967935868,-1.3,-0.1052104208416833,-2.0,-2.309619238476954,-2.7,-4.395171038601422,-2.822822476608546,-6.0083051861432,-2.121743321158505,-2.309619238476954,-2.7,13.672676075449118
2.109218436873747,-1.3,-0.09519038076152331,-2.0,-2.299599198396794,-2.7,-4.386859332244404,-2.8283850268876405,-6.003119558640602,-2.1302941951452783,-2.299599198396794,-2.7,13.682696115529279
2.1192384769539077,-1.3,-0.08517034068136287,-2.0,-2.2895791583166334,-2.7,-4.378531299261136,-2.833923103702052,-5.9979130899359685,-2.138832395316333,-2.2895791583166334,-2.7,13.692716155609439
2.129258517034068,-1.3,-0.07515030060120242,-2.0,-2.279559118236473,-2.7,-4.370187011712461,-2.8394366591318807,-5.992685811004279,-2.1473578708751324,-2.279559118236473,-2.7,13.7027361956896
