edge1_x,edge2_x,edge3_x,edge1_y,edge2_y,edge3_y,centerline1_x,centerline2_x,centerline1_y,centerline2_y
1.3,1.6482965931863727,2.7,1.6482965931863727,4.1,1.6482965931863727,2.0,1.6482965931863727,3.4,1.6482965931863727
1.3,1.6382765531062125,2.7,1.6382765531062125,4.1,1.6382765531062125,2.0,1.6382765531062125,3.4,1.6382765531062125
1.3,1.6282565130260522,2.7,1.6282565130260522,4.1,1.6282565130260522,2.0,1.6282565130260522,3.4,1.6282565130260522
1.3,1.6182364729458918,2.7,1.6182364729458918,4.1,1.6182364729458918,2.0,1.6182364729458918,3.4,1.6182364729458918
1.3,1.6082164328657313,2.7,1.6082164328657313,4.1,1.6082164328657313,2.0,1.6082164328657313,3.4,1.6082164328657313
1.3,1.5981963927855711,2.7,1.5981963927855711,4.1,1.5981963927855711,2.0,1.5981963927855711,3.4,1.5981963927855711
1.3,1.588176352705411,2.7,1.588176352705411,4.1,1.588176352705411,2.0,1.588176352705411,3.4,1.588176352705411
1.3,1.5781563126252505,2.7,1.5781563126252505,4.1,1.5781563126252505,2.0,1.5781563126252505,3.4,1.5781563126252505
1.3,1.5681362725450902,2.7,1.5681362725450902,4.1,1.5681362725450902,2.0,1.5681362725450902,3.4,1.5681362725450902
1.3,1.55811623246493,2.7,1.55811623246493,4.1,1.55811623246493,2.0,1.55811623246493,3.4,1.55811623246493
1.3,1.5480961923847696,2.7,1.5480961923847696,4.1,1.5480961923847696,2.0,1.5480961923847696,3.4,1.5480961923847696
1.3,1.5380761523046091,2.7,1.5380761523046091,4.1,1.5380761523046091,2.0,1.5380761523046091,3.4,1.5380761523046091
1.3,1.528056112224449,2.7,1.528056112224449,4.1,1.528056112224449,2.0,1.528056112224449,3.4,1.528056112224449
1.3,1.5180360721442887,2.7,1.5180360721442887,4.1,1.5180360721442887,2.0,1.5180360721442887,3.4,1.5180360721442887
1.3,1.5080160320641283,2.7,1.5080160320641283,4.1,1.5080160320641283,2.0,1.5080160320641283,3.4,1.5080160320641283
1.3,1.497995991983968,2.7,1.497995991983968,4.1,1.497995991983968,2.0,1.497995991983968,3.4,1.497995991983968
1.3,1.4879759519038076,2.7,1.4879759519038076,4.1,1.4879759519038076,2.0,1.4879759519038076,3.4,1.4879759519038076
1.3,1.4779559118236474,2.7,1.4779559118236474,4.1,1.4779559118236474,2.0,1.4779559118236474,3.4,1.4779559118236474
1.3,1.467935871743487,2.7,1.467935871743487,4.1,1.467935871743487,2.0,1.467935871743487,3.4,1.467935871743487
1.3,1.4579158316633267,2.7,1.4579158316633267,4.1,1.4579158316633267,2.0,1.4579158316633267,3.4,1.4579158316633267
1.3,1.4478957915831663,2.7,1.4478957915831663,4.1,1.4478957915831663,2.0,1.4478957915831663,3.4,1.4478957915831663
1.3,1.437875751503006,2.7,1.437875751503006,4.1,1.437875751503006,2.0,1.437875751503006,3.4,1.437875751503006
1.3,1.4278557114228458,2.7,1.4278557114228458,4.1,1.4278557114228458,2.0,1.4278557114228458,3.4,1.4278557114228458
1.3,1.4178356713426854,2.7,1.4178356713426854,4.1,1.4178356713426854,2.0,1.4178356713426854,3.4,1.4178356713426854
1.3,1.4078156312625252,2.7,1.4078156312625252,4.1,1.4078156312625252,2.0,1.4078156312625252,3.4,1.4078156312625252
1.3,1.3977955911823647,2.7,1.3977955911823647,4.1,1.3977955911823647,2.0,1.3977955911823647,3.4,1.3977955911823647
1.3,1.3877755511022045,2.7,1.3877755511022045,4.1,1.3877755511022045,2.0,1.3877755511022045,3.4,1.3877755511022045
1.3,1.377755511022044,2.7,1.377755511022044,4.1,1.377755511022044,2.0,1.377755511022044,3.4,1.377755511022044
1.3,1.3677354709418839,2.7,1.3677354709418839,4.1,1.3677354709418839,2.0,1.3677354709418839,3.4,1.3677354709418839
1.3,1.3577154308617234,2.7,1.3577154308617234,4.1,1.3577154308617234,2.0,1.3577154308617234,3.4,1.3577154308617234
1.3,1.3476953907815632,2.7,1.3476953907815632,4.1,1.3476953907815632,2.0,1.3476953907815632,3.4,1.3476953907815632
1.3,1.3376753507014028,2.7,1.3376753507014028,4.1,1.3376753507014028,2.0,1.3376753507014028,3.4,1.3376753507014028
1.3,1.3276553106212425,2.7,1.3276553106212425,4.1,1.3276553106212425,2.0,1.3276553106212425,3.4,1.3276553106212425
1.3,1.3176352705410823,2.7,1.3176352705410823,4.1,1.3176352705410823,2.0,1.3176352705410823,3.4,1.3176352705410823
1.3,1.3076152304609219,2.7,1.3076152304609219,4.1,1.3076152304609219,2.0,1.3076152304609219,3.4,1.3076152304609219
1.3,1.2975951903807617,2.7,1.2975951903807617,4.1,1.2975951903807617,2.0,1.2975951903807617,3.4,1.2975951903807617
1.3,1.2875751503006012,2.7,1.2875751503006012,4.1,1.2875751503006012,2.0,1.2875751503006012,3.4,1.2875751503006012
1.3,1.277555110220441,2.7,1.277555110220441,4.1,1.277555110220441,2.0,1.277555110220441,3.4,1.277555110220441
1.3,1.2675350701402806,2.7,1.2675350701402806,4.1,1.2675350701402806,2.0,1.2675350701402806,3.4,1.2675350701402806
1.3,1.2575150300601203,2.7,1.2575150300601203,4.1,1.2575150300601203,2.0,1.2575150300601203,3.4,1.2575150300601203
1.3,1.24749498997996,2.7,1.24749498997996,4.1,1.24749498997996,2.0,1.24749498997996,3.4,1.24749498997996
1.3,1.2374749498997997,2.7,1.2374749498997997,4.1,1.2374749498997997,2.0,1.2374749498997997,3.4,1.2374749498997997
1.3,1.2274549098196392,2.7,1.2274549098196392,4.1,1.2274549098196392,2.0,1.2274549098196392,3.4,1.2274549098196392
1.3,1.217434869739479,2.7,1.217434869739479,4.1,1.217434869739479,2.0,1.217434869739479,3.4,1.217434869739479
1.3,1.2074148296593188,2.7,1.2074148296593188,4.1,1.2074148296593188,2.0,1.2074148296593188,3.4,1.2074148296593188
1.3,1.1973947895791583,2.7,1.1973947895791583,4.1,1.1973947895791583,2.0,1.1973947895791583,3.4,1.1973947895791583
1.3,1.1873747494989981,2.7,1.1873747494989981,4.1,1.1873747494989981,2.0,1.1873747494989981,3.4,1.1873747494989981
1.3,1.1773547094188377,2.7,1.1773547094188377,4.1,1.1773547094188377,2.0,1.1773547094188377,3.4,1.1773547094188377
1.3,1.1673346693386775,2.7,1.1673346693386775,4.1,1.1673346693386775,2.0,1.1673346693386775,3.4,1.1673346693386775
1.3,1.157314629258517,2.7,1.157314629258517,4.1,1.157314629258517,2.0,1.157314629258517,3.4,1.157314629258517
1.3,1.1472945891783568,2.7,1.1472945891783568,4.1,1.1472945891783568,2.0,1.1472945891783568,3.4,1.1472945891783568
1.3,1.1372745490981964,2.7,1.1372745490981964,4.1,1.1372745490981964,2.0,1.1372745490981964,3.4,1.1372745490981964
1.3,1.1272545090180361,2.7,1.1272545090180361,4.1,1.1272545090180361,2.0,1.1272545090180361,3.4,1.1272545090180361
1.3,1.1172344689378757,2.7,1.1172344689378757,4.1,1.1172344689378757,2.0,1.1172344689378757,3.4,1.1172344689378757
1.3,1.1072144288577155,2.7,1.1072144288577155,4.1,1.1072144288577155,2.0,1.1072144288577155,3.4,1.1072144288577155
1.3,1.0971943887775553,2.7,1.0971943887775553,4.1,1.0971943887775553,2.0,1.0971943887775553,3.4,1.0971943887775553
1.3,1.0871743486973948,2.7,1.0871743486973948,4.1,1.0871743486973948,2.0,1.0871743486973948,3.4,1.0871743486973948
1.3,1.0771543086172346,2.7,1.0771543086172346,4.1,1.0771543086172346,2.0,1.0771543086172346,3.4,1.0771543086172346
1.3,1.0671342685370742,2.7,1.0671342685370742,4.1,1.0671342685370742,2.0,1.0671342685370742,3.4,1.0671342685370742
1.3,1.057114228456914,2.7,1.057114228456914,4.1,1.057114228456914,2.0,1.057114228456914,3.4,1.057114228456914
1.3,1.0470941883767535,2.7,1.0470941883767535,4.1,1.0470941883767535,2.0,1.0470941883767535,3.4,1.0470941883767535
1.3,1.0370741482965933,2.7,1.0370741482965933,4.1,1.0370741482965933,2.0,1.0370741482965933,3.4,1.0370741482965933
1.3,1.0270541082164328,2.7,1.0270541082164328,4.1,1.0270541082164328,2.0,1.0270541082164328,3.4,1.0270541082164328
1.3,1.0170340681362726,2.7,1.0170340681362726,4.1,1.0170340681362726,2.0,1.0170340681362726,3.4,1.0170340681362726
1.3,1.0070140280561122,2.7,1.0070140280561122,4.1,1.0070140280561122,2.0,1.0070140280561122,3.4,1.0070140280561122
1.3,0.996993987975952,2.7,0.996993987975952,4.1,0.996993987975952,2.0,0.996993987975952,3.4,0.996993987975952
1.3,0.9869739478957917,2.7,0.9869739478957917,4.1,0.9869739478957917,2.0,0.9869739478957917,3.4,0.9869739478957917
1.3,0.9769539078156313,2.7,0.9769539078156313,4.1,0.9769539078156313,2.0,0.9769539078156313,3.4,0.9769539078156313
1.3,0.9669338677354711,2.7,0.9669338677354711,4.1,0.9669338677354711,2.0,0.9669338677354711,3.4,0.9669338677354711
1.3,0.9569138276553106,2.7,0.9569138276553106,4.1,0.9569138276553106,2.0,0.9569138276553106,3.4,0.9569138276553106
1.3,0.9468937875751504,2.7,0.9468937875751504,4.1,0.9468937875751504,2.0,0.9468937875751504,3.4,0.9468937875751504
1.3,0.93687374749499,2.7,0.93687374749499,4.1,0.93687374749499,2.0,0.93687374749499,3.4,0.93687374749499
1.3,0.9268537074148298,2.7,0.9268537074148298,4.1,0.9268537074148298,2.0,0.9268537074148298,3.4,0.9268537074148298
1.3,0.9168336673346693,2.7,0.9168336673346693,4.1,0.9168336673346693,2.0,0.9168336673346693,3.4,0.9168336673346693
1.3,0.9068136272545091,2.7,0.9068136272545091,4.1,0.9068136272545091,2.0,0.9068136272545091,3.4,0.9068136272545091
1.3,0.8967935871743489,2.7,0.8967935871743489,4.1,0.8967935871743489,2.0,0.8967935871743489,3.4,0.8967935871743489
1.3,0.8867735470941884,2.7,0.8867735470941884,4.1,0.8867735470941884,2.0,0.8867735470941884,3.4,0.8867735470941884
1.3,0.8767535070140282,2.7,0.8767535070140282,4.1,0.8767535070140282,2.0,0.8767535070140282,3.4,0.8767535070140282
1.3,0.8667334669338678,2.7,0.8667334669338678,4.1,0.8667334669338678,2.0,0.8667334669338678,3.4,0.8667334669338678
1.3,0.8567134268537075,2.7,0.8567134268537075,4.1,0.8567134268537075,2.0,0.8567134268537075,3.4,0.8567134268537075
1.3,0.8466933867735471,2.7,0.8466933867735471,4.1,0.8466933867735471,2.0,0.8466933867735471,3.4,0.8466933867735471
1.3,0.8366733466933869,2.7,0.8366733466933869,4.1,0.8366733466933869,2.0,0.8366733466933869,3.4,0.8366733466933869
1.3,0.8266533066132264,2.7,0.8266533066132264,4.1,0.8266533066132264,2.0,0.8266533066132264,3.4,0.8266533066132264
1.3,0.8166332665330662,2.7,0.8166332665330662,4.1,0.8166332665330662,2.0,0.8166332665330662,3.4,0.8166332665330662
1.3,0.8066132264529058,2.7,0.8066132264529058,4.1,0.8066132264529058,2.0,0.8066132264529058,3.4,0.8066132264529058
1.3,0.7965931863727456,2.7,0.7965931863727456,4.1,0.7965931863727456,2.0,0.7965931863727456,3.4,0.7965931863727456
1.3,0.7865731462925853,2.7,0.7865731462925853,4.1,0.7865731462925853,2.0,0.7865731462925853,3.4,0.7865731462925853
1.3,0.7765531062124249,2.7,0.7765531062124249,4.1,0.7765531062124249,2.0,0.7765531062124249,3.4,0.7765531062124249
1.3,0.7665330661322647,2.7,0.7665330661322647,4.1,0.7665330661322647,2.0,0.7665330661322647,3.4,0.7665330661322647
1.3,0.7565130260521042,2.7,0.7565130260521042,4.1,0.7565130260521042,2.0,0.7565130260521042,3.4,0.7565130260521042
1.3,0.746492985971944,2.7,0.746492985971944,4.1,0.746492985971944,2.0,0.746492985971944,3.4,0.746492985971944
1.3,0.7364729458917836,2.7,0.7364729458917836,4.1,0.7364729458917836,2.0,0.7364729458917836,3.4,0.7364729458917836
1.3,0.7264529058116234,2.7,0.7264529058116234,4.1,0.7264529058116234,2.0,0.7264529058116234,3.4,0.7264529058116234
1.3,0.7164328657314629,2.7,0.7164328657314629,4.1,0.7164328657314629,2.0,0.7164328657314629,3.4,0.7164328657314629
1.3,0.7064128256513027,2.7,0.7064128256513027,4.1,0.7064128256513027,2.0,0.7064128256513027,3.4,0.7064128256513027
1.3,0.6963927855711423,2.7,0.6963927855711423,4.1,0.6963927855711423,2.0,0.6963927855711423,3.4,0.6963927855711423
1.3,0.686372745490982,2.7,0.686372745490982,4.1,0.686372745490982,2.0,0.686372745490982,3.4,0.686372745490982
1.3,0.6763527054108218,2.7,0.6763527054108218,4.1,0.6763527054108218,2.0,0.6763527054108218,3.4,0.6763527054108218
1.3,0.6663326653306614,2.7,0.6663326653306614,4.1,0.6663326653306614,2.0,0.6663326653306614,3.4,0.6663326653306614
1.3,0.6563126252505012,2.7,0.6563126252505012,4.1,0.6563126252505012,2.0,0.6563126252505012,3.4,0.6563126252505012
1.3,0.6462925851703407,2.7,0.6462925851703407,4.1,0.6462925851703407,2.0,0.6462925851703407,3.4,0.6462925851703407
1.3,0.6362725450901805,2.7,0.6362725450901805,4.1,0.6362725450901805,2.0,0.6362725450901805,3.4,0.6362725450901805
1.3,0.62625250501002,2.7,0.62625250501002,4.1,0.62625250501002,2.0,0.62625250501002,3.4,0.62625250501002
1.3,0.6162324649298598,2.7,0.6162324649298598,4.1,0.6162324649298598,2.0,0.6162324649298598,3.4,0.6162324649298598
1.3,0.6062124248496994,2.7,0.6062124248496994,4.1,0.6062124248496994,2.0,0.6062124248496994,3.4,0.6062124248496994
1.3,0.5961923847695392,2.7,0.5961923847695392,4.1,0.5961923847695392,2.0,0.5961923847695392,3.4,0.5961923847695392
1.3,0.5861723446893787,2.7,0.5861723446893787,4.1,0.5861723446893787,2.0,0.5861723446893787,3.4,0.5861723446893787
1.3,0.5761523046092185,2.7,0.5761523046092185,4.1,0.5761523046092185,2.0,0.5761523046092185,3.4,0.5761523046092185
1.3,0.5661322645290583,2.7,0.5661322645290583,4.1,0.5661322645290583,2.0,0.5661322645290583,3.4,0.5661322645290583
1.3,0.5561122244488979,2.7,0.5561122244488979,4.1,0.5561122244488979,2.0,0.5561122244488979,3.4,0.5561122244488979
1.3,0.5460921843687376,2.7,0.5460921843687376,4.1,0.5460921843687376,2.0,0.5460921843687376,3.4,0.5460921843687376
1.3,0.5360721442885772,2.7,0.5360721442885772,4.1,0.5360721442885772,2.0,0.5360721442885772,3.4,0.5360721442885772
1.3,0.526052104208417,2.7,0.526052104208417,4.1,0.526052104208417,2.0,0.526052104208417,3.4,0.526052104208417
1.3,0.5160320641282565,2.7,0.5160320641282565,4.1,0.5160320641282565,2.0,0.5160320641282565,3.4,0.5160320641282565
1.3,0.5060120240480963,2.7,0.5060120240480963,4.1,0.5060120240480963,2.0,0.5060120240480963,3.4,0.5060120240480963
1.3,0.4959919839679361,2.7,0.4959919839679361,4.1,0.4959919839679361,2.0,0.4959919839679361,3.4,0.4959919839679361
1.3,0.48597194388777565,2.7,0.48597194388777565,4.1,0.48597194388777565,2.0,0.48597194388777565,3.4,0.48597194388777565
1.3,0.4759519038076152,2.7,0.4759519038076152,4.1,0.4759519038076152,2.0,0.4759519038076152,3.4,0.4759519038076152
1.3,0.4659318637274552,2.7,0.4659318637274552,4.1,0.4659318637274552,2.0,0.4659318637274552,3.4,0.4659318637274552
1.3,0.45591182364729477,2.7,0.45591182364729477,4.1,0.45591182364729477,2.0,0.45591182364729477,3.4,0.45591182364729477
1.3,0.4458917835671343,2.7,0.4458917835671343,4.1,0.4458917835671343,2.0,0.4458917835671343,3.4,0.4458917835671343
1.3,0.4358717434869739,2.7,0.4358717434869739,4.1,0.4358717434869739,2.0,0.4358717434869739,3.4,0.4358717434869739
1.3,0.4258517034068139,2.7,0.4258517034068139,4.1,0.4258517034068139,2.0,0.4258517034068139,3.4,0.4258517034068139
1.3,0.41583166332665344,2.7,0.41583166332665344,4.1,0.41583166332665344,2.0,0.41583166332665344,3.4,0.41583166332665344
1.3,0.405811623246493,2.7,0.405811623246493,4.1,0.405811623246493,2.0,0.405811623246493,3.4,0.405811623246493
1.3,0.39579158316633256,2.7,0.39579158316633256,4.1,0.39579158316633256,2.0,0.39579158316633256,3.4,0.39579158316633256
1.3,0.38577154308617256,2.7,0.38577154308617256,4.1,0.38577154308617256,2.0,0.38577154308617256,3.4,0.38577154308617256
1.3,0.3757515030060121,2.7,0.3757515030060121,4.1,0.3757515030060121,2.0,0.3757515030060121,3.4,0.3757515030060121
1.3,0.3657314629258517,2.7,0.3657314629258517,4.1,0.3657314629258517,2.0,0.3657314629258517,3.4,0.3657314629258517
1.3,0.3557114228456917,2.7,0.3557114228456917,4.1,0.3557114228456917,2.0,0.3557114228456917,3.4,0.3557114228456917
1.3,0.34569138276553124,2.7,0.34569138276553124,4.1,0.34569138276553124,2.0,0.34569138276553124,3.4,0.34569138276553124
1.3,0.3356713426853708,2.7,0.3356713426853708,4.1,0.3356713426853708,2.0,0.3356713426853708,3.4,0.3356713426853708
1.3,0.32565130260521036,2.7,0.32565130260521036,4.1,0.32565130260521036,2.0,0.32565130260521036,3.4,0.32565130260521036
